,ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Region,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color,Certification.Body,altitude_mean_meters
380,381,Arabica,bugisu cooperative union,Uganda,bulago & buginyanya,bugisu cooperative union,eastern,Uganda Coffee Development Authority,2015,"July 21st, 2016",Bugisu Cooperative Union,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,83.42,0.11,Green,Uganda Coffee Development Authority,1800.0
381,382,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,matsuzawa coffee,thailand,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,83.42,0.13,Bluish-Green,Specialty Coffee Institute of Asia,1200.0
382,383,Arabica,consejo salvadoreño del café,El Salvador,la joya,consejo salvadoreño del café,apaneca,Salvadoran Coffee Council,2016,"April 25th, 2016",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,83.42,0.11,,Salvadoran Coffee Council,1330.0
383,384,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,huila,Almacafé,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,83.42,0.12,Green,Almacafé,442.0
384,385,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,bourbon specialty coffees,vale da grama,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,83.42,0.12,Green,Brazil Specialty Coffee Association,
385,386,Arabica,ngila estate ltd,"Tanzania, United Republic Of",ngila estate,ngila estate ltd,karatu northern,Africa Fine Coffee Association,2014,"December 12th, 2014",Ngila Estate Ltd,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,83.42,0.13,Green,Africa Fine Coffee Association,1600.0
386,387,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,huila,Almacafé,2014/2015,"October 15th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,83.42,0.12,Green,Almacafé,1813.0
387,388,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2013,"August 21st, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,83.42,0.1,Green,Asociacion Nacional Del Café,1219.2
388,389,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",antigua,Asociacion Nacional Del Café,2014,"February 18th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,83.42,0.1,Green,Asociacion Nacional Del Café,1500.0
389,390,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,83.42,0.11,Green,Asociacion Nacional Del Café,1310.64
390,391,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,kona,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,83.42,0.0,Green,Specialty Coffee Association,
391,392,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,cundinamarca,Almacafé,2012,"June 26th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,83.42,0.11,Green,Almacafé,1450.0
392,393,Arabica,federacion nacional de cafeteros,Colombia,,,huila,Almacafé,,"February 1st, 2011",Federación Nacional de Cafeteros,Other,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,83.42,0.1,,Almacafé,
393,394,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,Specialty Coffee Association,2010,"December 27th, 2010",Kona Pacific Farmers Cooperative,Other,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,83.42,0.01,,Specialty Coffee Association,
394,395,Arabica,doi tung development project,Thailand,doi tung development project,,,Specialty Coffee Association,,"April 13th, 2010",Doi Tung Development Project,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,83.42,0.11,,Specialty Coffee Association,
395,396,Arabica,grounds for health admin,Mexico,,,nayarit,Specialty Coffee Association,January Through April,"May 26th, 2010",Grounds for Health Admin,Other,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,83.38,0.09,,Specialty Coffee Association,1050.0
396,397,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,huila,Almacafé,2016,"November 8th, 2016",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,83.33,0.0,,Almacafé,1650.0
397,398,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,guayata,Almacafé,2016,"June 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,83.33,0.0,Blue-Green,Almacafé,
398,399,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,Almacafé,2016,"May 5th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,83.33,0.0,Green,Almacafé,
399,400,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,south of minas,Specialty Coffee Association,2015/2016,"October 12th, 2015",Ipanema Coffees,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,83.33,0.1,Green,Specialty Coffee Association,1227.0
400,401,Arabica,andreas kussmaul,Mexico,ecc,exportadora café california,chiapas,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,"July 14th, 2015",ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,83.33,0.12,Green,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,1200.0
401,402,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,santander,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,83.33,0.11,Green,Almacafé,1650.0
402,403,Arabica,afca,"Tanzania, United Republic Of",mondul coffee estate,mondul coffee estate,arusha,Africa Fine Coffee Association,2014,"December 12th, 2014",AFCA,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,83.33,0.12,Green,Africa Fine Coffee Association,1700.0
403,404,Arabica,j.andrade,Mexico,el pino,"café andrade, s.a. de c.v.",veracruz,AMECAFE,2013,"July 15th, 2014",J.ANDRADE,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,83.33,0.12,Green,AMECAFE,1100.0
404,405,Arabica,the coffee source inc.,Costa Rica,several,the coffee source inc.,san ramon,Specialty Coffee Association,2014,"April 7th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,83.33,0.12,Green,Specialty Coffee Association,1300.0
405,406,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,kona,Specialty Coffee Association,2014,"February 25th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,83.33,0.11,Bluish-Green,Specialty Coffee Association,
406,407,Arabica,eric thormaehlen,Costa Rica,several,coricafe s.a.,central valley,Specialty Coffee Association of Costa Rica,2013,"February 14th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,83.33,0.11,Green,Specialty Coffee Association of Costa Rica,1200.0
407,408,Arabica,dane loraas,Peru,,sustainable harvest,,Specialty Coffee Association,2013,"January 21st, 2014",Dane Loraas,Other,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,83.33,0.12,Green,Specialty Coffee Association,
408,409,Arabica,itiah coffee llc,Haiti,marre blanche,itiah coffee llc.,"thiotte, haiti",Specialty Coffee Association,2012,"October 3rd, 2013",ITIAH COFFEE LLC,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,83.33,0.11,Green,Specialty Coffee Association,1280.16
409,410,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,pitalito,Almacafé,2013,"April 26th, 2013",CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,83.33,0.11,Green,Almacafé,1000.0
410,411,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,83.33,0.11,Green,Asociacion Nacional Del Café,1310.64
411,412,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,kona,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,83.33,0.1,Bluish-Green,Specialty Coffee Association,
412,413,Arabica,steven kil,Burundi,sogestal kayanza,the specialty coffee appraisers institute of asia,kayanza,Specialty Coffee Association,2012,"August 29th, 2012",Steven Kil,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,83.33,0.0,,Specialty Coffee Association,1880.0
413,414,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,Almacafé,2012,"May 30th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,83.33,0.0,Green,Almacafé,1750.0
414,415,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,kona,Specialty Coffee Association,,"September 20th, 2011",Kona Pacific Farmers Cooperative,Other,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,83.33,0.01,,Specialty Coffee Association,
415,416,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,Specialty Coffee Association,,"February 24th, 2011",Kona Pacific Farmers Cooperative,Other,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,83.33,0.0,,Specialty Coffee Association,
416,417,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,corta pico,cafe de don balbino s.c. de r.l. de c.v.,sierra madre occidental,Centro Agroecológico del Café A.C.,2017,"March 7th, 2017",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,83.25,0.11,Blue-Green,Centro Agroecológico del Café A.C.,1600.0
417,418,Arabica,troy quimby,Costa Rica,estate la patricia,bold coast coffee,tarrazu,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,83.25,0.11,Green,Specialty Coffee Association,1900.0
418,419,Arabica,rodrigo soto,Costa Rica,coopellanobonito,panamerican coffee trading,tarrazu,Specialty Coffee Association of Costa Rica,2015,"September 20th, 2016",Rodrigo Soto,Other,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,83.25,0.11,,Specialty Coffee Association of Costa Rica,
419,420,Arabica,juan luis alvarado romero,Guatemala,linda vista,mercon guatemala s.a.,nuevo oriente,Asociacion Nacional Del Café,2016,"August 12th, 2016",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,83.25,0.11,Green,Asociacion Nacional Del Café,2100.0
420,421,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd sipi farmers group,kawacom uganda ltd,"sipi, mt elgon",Uganda Coffee Development Authority,2015,"May 19th, 2016",Kawacom Uganda LTD,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,83.25,0.12,Green,Uganda Coffee Development Authority,
421,422,Arabica,bourbon specialty coffees,Brazil,,bourbon specialty coffees,campos altos - cerrado,Brazil Specialty Coffee Association,2016,"January 12th, 2016",BOURBON SPECIALTY COFFEES,Other,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,83.25,0.12,Green,Brazil Specialty Coffee Association,
422,423,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,huila,Almacafé,2015/2016,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,83.25,0.0,Green,Almacafé,442.0
423,424,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los charcos,productos y servicios chilindron s.a. de c.v.,cuarenteño,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"July 14th, 2015",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,83.25,0.12,Bluish-Green,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,1261.0
424,425,Arabica,"lin, che-hao krude 林哲豪",Taiwan,sunshine valley estate 向陽高山咖啡,taiwan coffee laboratory,natou county,Specialty Coffee Association,2015,"June 18th, 2015","Lin, Che-Hao Krude 林哲豪",Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,83.25,0.1,Blue-Green,Specialty Coffee Association,1000.0
425,426,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,以勒咖啡,宸嶧國際,南投國姓,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,83.25,0.1,Green,Blossom Valley International,800.0
426,427,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,eje cafetero,Almacafé,2014,"June 24th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,83.25,0.0,Green,Almacafé,1483.0
427,428,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",antigua,Asociacion Nacional Del Café,2014,"March 7th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,83.25,0.1,Green,Asociacion Nacional Del Café,1500.0
428,429,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,Almacafé,2013,"August 2nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,83.25,0.11,Green,Almacafé,1750.0
429,430,Arabica,calixto guillen vazquez,Mexico,various,"finca triunfo verde, s.c.",chiapas,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,83.25,0.12,Green,AMECAFE,1300.0
430,431,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,kona,Specialty Coffee Association,2012,"March 21st, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,83.25,0.11,Bluish-Green,Specialty Coffee Association,
431,432,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,finca teocelo,veracruz,AMECAFE,2012,"August 1st, 2012",ERNESTO RODRIGUEZ LUNA,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,83.25,0.13,Green,AMECAFE,
432,433,Arabica,modesto landeros flores,Mexico,mata larga,,fortín de las flores,AMECAFE,2012,"July 11th, 2012",MODESTO LANDEROS FLORES,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,83.25,0.12,Blue-Green,AMECAFE,1000.0
433,434,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,83.25,0.11,Green,Asociacion Nacional Del Café,1310.64
434,435,Arabica,nucoffee,Brazil,água limpa,nucoffee,grama valley,NUCOFFEE,2012,"February 23rd, 2012",NUCOFFEE,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,83.25,0.11,Blue-Green,NUCOFFEE,1200.0
435,436,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,Almacafé,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,83.25,0.12,Green,Almacafé,175.0
436,437,Arabica,racafe & cia s.c.a,Colombia,,c.i.racafe & cia s.c.a,la plata,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,83.25,0.11,Green,Almacafé,1775.0
437,438,Arabica,exportadora de cafe condor s.a,Colombia,,,huila,Almacafé,1T/2011,"June 14th, 2011",Exportadora de Cafe Condor S.A,Other,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,83.25,0.08,,Almacafé,1700.0
438,439,Arabica,exportadora de cafe condor s.a,Colombia,,,cauca,Almacafé,4t/2010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,Other,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,83.25,0.13,,Almacafé,1880.0
439,440,Arabica,exportadora de cafe condor s.a,Colombia,,,cundinamarca,Almacafé,4T/2010,"January 17th, 2011",Exportadora de Cafe Condor S.A,Other,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,83.25,0.04,,Almacafé,1800.0
440,441,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,83.17,0.11,Green,Brazil Specialty Coffee Association,890.0
441,442,Arabica,juan luis alvarado romero,Guatemala,beneficio el torreon,"unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2017,"August 24th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,83.17,0.1,Green,Asociacion Nacional Del Café,1901.0
442,443,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",mamsera,volcafe/taylorwinch tanzania ltd,moshi,Tanzanian Coffee Board,2016,"June 20th, 2017",Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,83.17,0.12,Green,Tanzanian Coffee Board,168.0
443,444,Arabica,andrea bernal,Peru,,prodlesur sa,,Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao,2017,"June 16th, 2017",ANDREA BERNAL,Other,,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,83.17,0.11,Green,Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao,
444,445,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,"sunvirtue co., ltd.",dala,Specialty Coffee Association,2017,"May 8th, 2017","Sunvirtue Co., Ltd.",Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,83.17,0.07,,Specialty Coffee Association,1550.0
445,446,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",antigua,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,83.17,0.11,Green,Asociacion Nacional Del Café,1500.0
446,447,Arabica,cadexsa,Honduras,bethel,cadexsa,marcala,Instituto Hondureño del Café,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,83.17,0.11,Blue-Green,Instituto Hondureño del Café,1450.0
447,448,Arabica,yunnan coffee exchange,China,chen lin,yunnan coffee exchange,yunnan,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,83.17,0.11,Green,Yunnan Coffee Exchange,1200.0
448,449,Arabica,yunnan coffee exchange,China,yunnan success trade co.ltd,yunnan coffee exchange,dehong prefecture,Yunnan Coffee Exchange,2015,"April 5th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,83.17,0.1,Green,Yunnan Coffee Exchange,1600.0
449,450,Arabica,consejo salvadoreño del café,El Salvador,agua caliente,consejo salvadoreño del café,apaneca,Salvadoran Coffee Council,2016,"March 29th, 2016",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,83.17,0.0,Green,Salvadoran Coffee Council,1350.0
450,451,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",antigua,Asociacion Nacional Del Café,2015,"October 29th, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,83.17,0.11,Green,Asociacion Nacional Del Café,1500.0
451,452,Arabica,juan luis alvarado romero,Guatemala,"la esperanza, margarita nuyes","unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2015,"September 29th, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,83.17,0.12,Green,Asociacion Nacional Del Café,1650.0
452,453,Arabica,taylor winch (coffee) ltd.,Kenya,,taylor winch (coffee) ltd,kenya,Kenya Coffee Traders Association,2014,"July 3rd, 2015",Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,83.17,0.1,Bluish-Green,Kenya Coffee Traders Association,250.5
453,454,Arabica,doi tung development project,Thailand,,doi tung development project,thailand,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,Other,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,83.17,0.12,Bluish-Green,Specialty Coffee Association,800.0
454,455,Arabica,tutunze kahawa ltd,"Tanzania, United Republic Of",myanganyanga,tutunze kahawa ltd,mbinga,Africa Fine Coffee Association,2014,"December 12th, 2014",Tutunze Kahawa Ltd,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,83.17,0.13,Bluish-Green,Africa Fine Coffee Association,1653.0
455,456,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,Almacafé,2014,"November 5th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,83.17,0.0,,Almacafé,1775.0
456,457,Arabica,kabum trading company,Uganda,kaptanya,kabum trading company,eastern,Uganda Coffee Development Authority,2014,"October 28th, 2014",Kabum Trading company,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,83.17,0.1,Bluish-Green,Uganda Coffee Development Authority,1800.0
